,Amount.Requested,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,ho_mort,ho_rent
1753,9000.0,14.65,36,3,14.36,2500.0,665-669,10.0,11540.0,0.0,0,0,1
1754,23300.0,23.83,60,4,33.56,13666.67,660-664,15.0,72774.0,1.0,9,1,0
1755,20000.0,15.8,60,3,25.89,4166.67,690-694,23.0,34720.0,0.0,5,0,1
1756,2000.0,13.99,36,3,25.13,7583.33,670-674,11.0,39656.0,0.0,10,0,1
1757,25000.0,13.98,60,4,8.91,10833.33,720-724,11.0,35046.0,2.0,0,0,1
1758,11975.0,15.21,60,4,19.81,5382.0,695-699,11.0,9475.0,0.0,3,1,0
1759,10000.0,15.8,36,4,13.57,4583.33,675-679,16.0,24989.0,1.0,10,1,0
1760,9000.0,11.48,36,3,18.93,3750.0,715-719,6.0,14576.0,0.0,0,0,1
1761,15800.0,16.02,60,4,19.64,7388.42,710-714,13.0,32120.0,1.0,10,1,0
1762,10000.0,13.3,36,3,6.31,10000.0,660-664,11.0,28653.0,0.0,10,0,0
1763,3600.0,13.24,36,3,9.14,6290.0,655-659,7.0,3453.0,0.0,0,0,1
1764,10000.0,13.11,36,3,7.23,3333.33,700-704,6.0,10793.0,2.0,1,1,0
1765,19500.0,20.5,36,4,2.93,9250.0,675-679,5.0,8915.0,1.0,10,1,0
1766,18000.0,7.49,36,3,8.52,4250.0,755-759,5.0,19566.0,0.0,10,0,0
1767,22000.0,8.88,36,4,19.37,6041.67,725-729,9.0,6055.0,1.0,0,1,0
1768,22350.0,14.07,36,2,3.66,11250.0,670-674,8.0,10753.0,2.0,1,0,0
1769,5000.0,13.92,36,4,10.8,2500.0,700-704,7.0,2050.0,4.0,0,0,1
1770,20000.0,7.62,36,4,6.61,10833.33,770-774,7.0,16092.0,0.0,4,0,1
1771,7000.0,8.9,36,2,14.69,5416.67,720-724,14.0,15272.0,1.0,3,1,0
1772,15000.0,14.09,60,4,2.67,7236.67,750-754,3.0,3335.0,0.0,2,0,1
1773,10000.0,10.0,60,4,5.7,2333.33,805-809,10.0,5547.0,2.0,0,1,0
1774,25000.0,21.49,60,4,8.76,6250.0,680-684,5.0,17213.0,0.0,9,0,1
1775,14400.0,13.11,36,4,20.52,3333.33,700-704,9.0,14073.0,1.0,3,0,1
1776,10000.0,10.65,36,4,12.56,2833.33,710-714,5.0,14087.0,0.0,5,0,1
1777,19750.0,16.29,36,3,4.68,8333.33,700-704,9.0,11383.0,0.0,0,1,0
1778,10000.0,11.71,36,3,12.03,4000.0,695-699,11.0,8413.0,0.0,10,1,0
1779,4550.0,13.57,36,2,17.46,10833.33,680-684,10.0,66461.0,0.0,0,0,1
1780,7500.0,10.83,36,3,20.91,7500.0,745-749,12.0,120338.0,0.0,2,1,0
1781,13075.0,11.99,60,4,22.52,7291.67,715-719,14.0,27622.0,0.0,10,1,0
1782,7000.0,7.9,36,3,7.65,2916.67,710-714,7.0,4276.0,0.0,3,0,1
1783,3000.0,7.49,36,3,21.16,2500.0,800-804,3.0,1298.0,0.0,2,0,1
1784,18000.0,14.46,36,4,23.85,5166.67,685-689,8.0,24380.0,0.0,0,1,0
1785,14675.0,16.29,36,3,27.23,3250.0,695-699,14.0,7525.0,1.0,2,0,1
1786,10000.0,14.09,36,3,8.48,3750.0,675-679,4.0,3776.0,0.0,3,1,0
1787,9600.0,10.74,60,3,3.58,8000.0,725-729,7.0,3207.0,0.0,3,1,0
1788,10000.0,13.11,36,3,3.01,9166.67,660-664,5.0,10079.0,1.0,6,1,0
1789,1500.0,6.91,36,4,16.74,5166.67,715-719,13.0,7453.0,1.0,6,1,0
1790,10000.0,14.09,36,4,19.17,3750.0,680-684,8.0,9969.0,2.0,0,0,1
1791,7000.0,13.11,36,4,13.11,4325.0,685-689,8.0,8076.0,4.0,3,0,1
1792,4000.0,16.82,60,4,15.82,4721.0,685-689,18.0,11319.0,7.0,10,1,0
1793,16750.0,7.9,36,3,18.16,9125.0,710-714,19.0,33986.0,1.0,2,0,0
1794,5600.0,12.92,36,4,8.2,2500.0,660-664,6.0,18718.0,2.0,4,0,1
1795,11950.0,14.33,36,3,21.22,5833.33,700-704,22.0,15962.0,1.0,8,1,0
1796,12000.0,13.99,60,3,10.34,4166.67,715-719,13.0,16069.0,1.0,10,0,1
1797,5000.0,7.51,36,4,9.53,4333.33,755-759,5.0,1825.0,1.0,7,1,0
1798,3800.0,12.12,36,4,23.36,2641.67,705-709,3.0,8467.0,0.0,3,0,0
1799,9000.0,10.65,36,3,21.53,3000.0,700-704,6.0,4602.0,0.0,0,0,1
1800,5000.0,9.76,36,3,17.79,3333.33,695-699,9.0,5330.0,0.0,6,1,0
1801,7000.0,11.86,36,3,12.03,3400.0,690-694,8.0,6163.0,1.0,0,0,1
1802,5000.0,10.99,36,2,14.66,7333.33,725-729,23.0,35055.0,1.0,1,0,1
1803,20000.0,11.99,60,4,20.24,4500.0,740-744,15.0,26424.0,0.0,10,1,0
1804,2000.0,14.35,36,4,22.06,3600.0,665-669,10.0,14234.0,1.0,6,0,0
1805,29175.0,13.11,36,4,20.68,5416.67,695-699,10.0,22811.0,0.0,10,0,1
1806,9000.0,11.49,60,2,13.87,10000.0,750-754,10.0,4546.0,0.0,3,1,0
1807,27000.0,18.55,60,4,19.48,6500.0,715-719,9.0,16294.0,1.0,10,1,0
1808,20000.0,13.11,60,4,17.76,4853.33,720-724,12.0,1207.0,0.0,8,1,0
1809,10000.0,10.16,36,4,29.83,4166.67,710-714,9.0,22207.0,0.0,2,0,1
1810,10000.0,8.49,36,4,20.27,6666.67,715-719,14.0,23061.0,0.0,5,0,1
1811,8000.0,6.03,36,2,18.38,4250.0,755-759,10.0,4455.0,0.0,6,1,0
1812,12000.0,7.49,36,4,13.4,5416.67,740-744,13.0,13953.0,0.0,2,0,1
1813,35000.0,17.27,60,4,27.13,10000.0,705-709,11.0,42867.0,0.0,1,0,0
1814,11875.0,6.03,36,4,20.8,2740.5,780-784,16.0,23490.0,1.0,10,1,0
1815,20000.0,15.99,60,3,16.16,3750.0,700-704,9.0,19872.0,1.0,0,1,0
1816,18000.0,11.78,36,4,17.43,7750.0,705-709,17.0,29046.0,0.0,3,1,0
1817,8000.0,15.95,60,4,20.16,4500.0,665-669,10.0,2786.0,1.0,5,0,1
1818,24000.0,6.54,36,4,5.62,9583.33,755-759,9.0,22725.0,2.0,3,1,0
1819,11500.0,12.12,36,3,24.16,2458.33,695-699,9.0,21668.0,0.0,10,1,0
1820,2000.0,16.89,36,3,3.31,2750.0,675-679,3.0,3247.0,2.0,2,0,1
1821,12800.0,16.77,60,2,19.12,4166.67,685-689,15.0,12693.0,2.0,5,0,0
1822,10000.0,19.91,36,4,23.35,6000.0,680-684,34.0,19424.0,1.0,5,1,0
1823,4800.0,16.82,60,3,14.84,4008.33,660-664,18.0,8828.0,0.0,8,0,1
1824,10000.0,18.55,36,3,6.24,5416.67,670-674,8.0,9783.0,2.0,3,0,1
1825,25000.0,14.33,36,3,27.88,5416.67,710-714,11.0,18460.0,2.0,10,0,0
1826,5000.0,11.71,36,1,10.12,9288.33,705-709,17.0,798.0,1.0,3,0,1
1827,4800.0,7.9,36,4,13.74,6333.33,720-724,6.0,1782.0,0.0,1,0,1
1828,16475.0,14.33,60,4,15.96,3333.33,725-729,7.0,5568.0,1.0,8,1,0
1829,8000.0,7.9,36,4,22.83,3750.0,725-729,8.0,2719.0,2.0,6,1,0
1830,5000.0,10.99,36,4,19.88,3200.0,700-704,7.0,387.0,0.0,3,0,1
1831,28350.0,19.72,36,4,28.89,5833.33,695-699,11.0,10119.0,0.0,9,0,1
1832,16000.0,15.58,60,4,5.21,17500.0,700-704,7.0,12643.0,1.0,5,1,0
1833,15000.0,17.93,60,4,8.06,12500.0,670-674,14.0,8296.0,0.0,7,0,1
1834,6000.0,8.9,36,4,17.48,6996.17,700-704,12.0,6252.0,0.0,10,0,1
1835,21000.0,17.27,60,4,31.48,4583.33,680-684,13.0,32616.0,1.0,10,0,1
1836,6000.0,7.9,36,4,10.75,2883.33,725-729,8.0,4813.0,0.0,4,1,0
1837,10500.0,14.33,36,4,27.8,2500.0,670-674,6.0,16128.0,0.0,0,0,1
1838,16000.0,15.8,60,4,24.85,5416.67,680-684,10.0,9638.0,0.0,10,1,0
1839,10000.0,10.74,36,3,26.02,3750.0,720-724,8.0,6891.0,1.0,4,0,1
1840,5000.0,11.58,36,4,18.48,7083.33,700-704,6.0,2591.0,1.0,2,0,1
1841,30000.0,19.74,60,4,20.03,6250.0,700-704,2.0,7143.0,0.0,10,0,0
1842,12000.0,14.46,60,4,20.5,5916.67,690-694,11.0,8244.0,0.0,7,1,0
1843,35000.0,21.97,60,4,21.31,7833.33,685-689,14.0,27610.0,1.0,5,1,0
1844,25200.0,20.3,60,4,14.9,7166.67,690-694,11.0,28481.0,0.0,4,1,0
1845,2000.0,13.11,36,1,14.11,3750.0,680-684,4.0,1485.0,0.0,3,0,1
1846,12000.0,17.77,36,4,9.81,4333.33,670-674,12.0,12837.0,1.0,2,0,1
1847,12500.0,8.9,36,4,14.37,4154.17,715-719,9.0,10465.0,0.0,4,0,1
1848,8000.0,6.62,36,3,21.95,3666.67,745-749,11.0,17907.0,1.0,10,1,0
1849,5000.0,12.12,36,3,11.08,1833.33,685-689,7.0,5408.0,0.0,10,0,1
1850,12800.0,14.65,36,2,17.76,10000.0,680-684,13.0,5792.0,1.0,10,0,1
1851,33000.0,7.62,36,4,0.26,102750.0,805-809,7.0,95435.0,0.0,10,1,0
1852,15000.0,6.99,36,2,6.64,9083.33,810-814,12.0,1410.0,0.0,10,1,0
1853,5000.0,7.62,36,4,17.1,1750.0,725-729,7.0,8162.0,0.0,4,0,1
1854,7000.0,14.22,36,2,7.04,3010.0,670-674,5.0,3047.0,2.0,0,0,1
1855,13450.0,14.09,36,4,12.93,3333.33,685-689,5.0,5407.0,0.0,1,1,0
1856,20375.0,14.09,60,4,22.67,5416.67,740-744,17.0,20980.0,2.0,10,1,0
1857,1200.0,15.8,36,4,9.99,3833.33,665-669,10.0,6520.0,1.0,10,0,1
1858,16000.0,6.03,36,4,9.2,12750.0,805-809,16.0,13690.0,1.0,10,0,1
1859,2000.0,14.33,36,4,22.48,4333.33,675-679,9.0,8496.0,1.0,4,0,1
1860,11200.0,13.92,36,2,18.07,2773.33,680-684,6.0,6720.0,3.0,5,1,0
1861,28000.0,7.62,36,3,12.19,11250.0,730-734,10.0,40302.0,1.0,10,0,1
1862,28000.0,21.98,60,4,16.56,10166.67,680-684,12.0,43182.0,1.0,4,1,0
1863,3000.0,15.05,36,1,18.95,3466.67,660-664,9.0,4285.0,3.0,2,1,0
1864,7200.0,12.12,36,3,29.38,4166.67,680-684,12.0,5165.0,0.0,10,0,1
1865,4600.0,5.42,36,2,3.38,3664.25,775-779,6.0,3127.0,0.0,10,1,0
1866,8000.0,6.99,36,3,9.19,5833.33,790-794,5.0,4469.0,2.0,3,1,0
1867,20125.0,18.49,36,3,11.08,8937.5,675-679,14.0,12418.0,0.0,2,1,0
1868,19050.0,14.33,60,4,11.08,5000.0,740-744,16.0,19988.0,4.0,3,1,0
1869,21850.0,18.79,60,3,20.32,4400.0,680-684,7.0,9171.0,0.0,4,0,1
1870,5000.0,10.38,36,4,19.1,4200.0,715-719,7.0,1109.0,0.0,3,0,1
1871,12000.0,15.31,36,4,8.28,7750.0,670-674,10.0,16132.0,0.0,10,0,1
1872,5800.0,6.03,36,3,6.98,5208.33,760-764,7.0,4965.0,0.0,4,0,1
1873,10000.0,11.71,36,3,13.41,5800.0,710-714,9.0,4214.0,0.0,3,0,1
1874,4800.0,7.9,36,3,17.34,6250.0,705-709,7.0,4195.0,0.0,10,1,0
1875,8000.0,10.99,36,4,17.12,2500.0,705-709,13.0,7027.0,1.0,3,0,1
1876,9750.0,16.29,36,4,34.04,3119.92,670-674,12.0,8774.0,1.0,5,1,0
1877,4000.0,12.69,36,1,1.34,9583.33,705-709,8.0,5304.0,1.0,2,0,1
1878,3000.0,10.99,36,4,20.96,5583.33,695-699,6.0,1531.0,2.0,10,0,1
1879,16000.0,15.8,36,3,11.35,5075.0,690-694,15.0,22380.0,2.0,3,0,1
1880,12000.0,9.63,36,1,15.0,3000.0,750-754,8.0,20328.0,0.0,0,1,0
1881,7500.0,11.78,36,2,17.72,2500.0,690-694,7.0,6349.0,1.0,4,1,0
1882,9600.0,7.9,36,4,5.58,6500.0,725-729,8.0,23353.0,3.0,6,1,0
1883,23850.0,22.95,60,4,20.74,5000.0,670-674,13.0,17587.0,1.0,4,1,0
1884,6250.0,14.09,36,4,19.7,4248.33,680-684,9.0,9991.0,2.0,0,0,1
1885,16750.0,7.88,36,4,20.7,3778.67,745-749,9.0,22352.0,0.0,10,1,0
1886,4000.0,12.69,36,1,2.5,1600.0,730-734,3.0,1295.0,3.0,0,0,1
1887,23500.0,19.22,36,3,20.37,6800.0,670-674,17.0,31812.0,3.0,2,0,1
1888,3600.0,12.87,36,1,3.4,2000.0,705-709,8.0,2650.0,4.0,0,0,1
1889,1900.0,7.29,36,3,23.05,2208.33,725-729,11.0,8508.0,1.0,3,0,1
1890,22500.0,7.9,36,3,19.93,5208.33,755-759,5.0,22876.0,0.0,10,0,0
1891,12000.0,8.49,60,4,11.03,4425.17,780-784,9.0,14816.0,0.0,10,1,0
1892,15000.0,12.69,60,4,15.8,4500.0,730-734,17.0,18592.0,2.0,1,1,0
1893,32000.0,17.27,36,3,9.96,19166.67,705-709,8.0,66885.0,1.0,5,1,0
1894,24000.0,24.2,60,4,20.77,4583.33,665-669,13.0,28399.0,1.0,10,0,1
1895,5500.0,15.8,36,2,20.18,5416.67,670-674,13.0,13079.0,3.0,9,0,1
1896,7300.0,7.88,36,3,11.78,3090.5,735-739,5.0,13459.0,0.0,7,0,1
1897,25000.0,13.11,60,4,28.15,7250.0,740-744,14.0,19598.0,0.0,6,0,1
1898,4575.0,11.14,36,3,21.33,1280.0,690-694,8.0,9484.0,0.0,0,0,0
1899,10000.0,14.96,36,4,16.42,3416.67,685-689,24.0,16591.0,0.0,10,1,0
1900,20000.0,15.96,60,3,23.54,5000.0,705-709,10.0,20062.0,3.0,10,1,0
1901,11100.0,11.14,36,3,29.55,4000.0,715-719,10.0,13410.0,3.0,6,1,0
1902,17000.0,10.74,60,4,11.12,4166.67,760-764,10.0,19020.0,0.0,10,1,0
1903,12000.0,13.67,36,4,17.05,2000.0,675-679,6.0,7552.0,0.0,10,0,1
1904,24000.0,12.12,36,2,22.66,8750.0,715-719,12.0,29683.0,0.0,9,0,1
1905,7000.0,17.77,36,3,8.02,6000.0,690-694,5.0,6623.0,0.0,10,0,1
1906,10000.0,12.12,36,4,20.16,5833.33,695-699,16.0,25687.0,0.0,4,0,1
1907,14000.0,6.62,36,3,28.82,4250.0,745-749,16.0,1850.0,1.0,8,0,1
1908,3250.0,7.62,36,3,3.12,2083.33,745-749,6.0,2114.0,1.0,3,0,1
1909,18000.0,11.14,36,4,11.81,5100.0,715-719,8.0,17139.0,0.0,1,0,1
1910,19500.0,21.0,36,4,26.84,5125.0,660-664,11.0,29033.0,0.0,10,1,0
1911,5000.0,6.03,36,4,29.86,2083.33,785-789,12.0,22141.0,0.0,0,0,0
1912,20000.0,17.58,60,4,18.45,4250.0,700-704,10.0,11805.0,0.0,4,0,1
1913,6000.0,13.49,36,4,19.68,7500.0,680-684,6.0,6686.0,1.0,10,0,1
1914,14300.0,14.09,36,4,21.74,7750.0,695-699,11.0,25213.0,2.0,4,1,0
1915,12800.0,12.12,36,3,10.1,5000.0,690-694,9.0,33085.0,0.0,10,1,0
1916,3000.0,7.9,36,1,17.58,3458.33,720-724,,2999.0,0.0,1,0,1
1917,25000.0,13.11,36,4,18.36,14166.67,705-709,21.0,96169.0,0.0,10,1,0
1918,18000.0,12.12,36,3,22.34,4583.33,700-704,13.0,17868.0,0.0,10,0,1
1919,9750.0,15.31,36,4,14.13,2518.67,665-669,7.0,13209.0,0.0,10,0,0
1920,5000.0,12.42,36,4,23.84,2500.0,695-699,8.0,7980.0,2.0,2,0,1
1921,4000.0,13.11,36,1,22.15,2000.0,685-689,16.0,1625.0,3.0,0,0,1
1922,1200.0,7.9,36,4,6.92,1300.0,710-714,8.0,1775.0,0.0,0,0,1
1923,12000.0,17.27,36,4,20.07,5416.67,660-664,7.0,3747.0,0.0,0,0,1
1924,5000.0,16.29,36,3,9.79,1733.33,665-669,11.0,4366.0,3.0,0,0,0
1925,21700.0,7.9,36,4,5.43,15000.0,780-784,5.0,128707.0,0.0,2,1,0
1926,21850.0,16.29,60,4,32.13,4628.0,715-719,17.0,32103.0,1.0,10,1,0
1927,12000.0,11.36,36,2,14.57,5833.33,705-709,7.0,2701.0,0.0,9,1,0
1928,7000.0,18.49,36,3,16.15,4166.67,675-679,7.0,4167.0,0.0,10,1,0
1929,32000.0,23.76,60,4,8.14,16666.67,700-704,5.0,50330.0,2.0,8,1,0
1930,13000.0,14.27,60,4,18.08,3302.0,720-724,5.0,15076.0,3.0,4,0,1
1931,12000.0,12.42,36,3,13.99,2916.67,680-684,10.0,13576.0,0.0,5,1,0
1932,25475.0,19.03,60,4,21.98,5000.67,680-684,17.0,24081.0,1.0,0,0,1
1933,10000.0,11.14,36,3,25.8,2833.33,700-704,8.0,6521.0,0.0,7,0,1
1934,5000.0,12.12,36,3,24.74,8416.67,695-699,20.0,58836.0,1.0,0,1,0
1935,10000.0,7.51,36,4,18.72,4300.0,760-764,15.0,24413.0,1.0,10,1,0
1936,4000.0,14.33,36,4,25.86,3333.33,675-679,12.0,19443.0,1.0,9,1,0
1937,8000.0,10.38,36,4,1.82,2800.0,720-724,5.0,2186.0,0.0,3,0,1
1938,35000.0,10.65,36,4,8.96,18750.0,735-739,13.0,18528.0,3.0,6,1,0
1939,9000.0,11.03,36,3,12.72,5666.67,685-689,22.0,36164.0,1.0,8,1,0
1940,9000.0,6.03,36,4,5.87,8333.33,775-779,9.0,1717.0,0.0,1,1,0
1941,24000.0,17.27,60,4,20.55,6250.0,675-679,10.0,17780.0,0.0,7,0,0
1942,18000.0,13.11,60,4,17.0,7083.33,750-754,8.0,2234.0,2.0,6,0,1
1943,4000.0,13.8,60,1,13.26,3500.0,695-699,5.0,8518.0,1.0,3,0,0
1944,15000.0,6.62,36,4,3.23,6250.0,755-759,8.0,13131.0,0.0,0,1,0
1945,6075.0,17.27,36,4,20.25,2666.67,660-664,15.0,7515.0,2.0,0,0,0
1946,13800.0,17.49,60,2,1.68,4166.67,710-714,3.0,2766.0,0.0,8,0,1
1947,10000.0,18.64,60,4,12.19,6800.0,700-704,24.0,8311.0,1.0,4,0,1
1948,8000.0,10.99,36,3,13.4,7000.0,735-739,3.0,175087.0,1.0,10,1,0
1949,15000.0,17.27,36,4,33.3,3000.0,670-674,20.0,15092.0,0.0,10,0,1
1950,4800.0,6.62,36,1,10.42,7291.67,815-819,14.0,0.0,0.0,0,1,0
1951,24250.0,12.23,60,3,23.79,5833.33,730-734,6.0,31061.0,2.0,10,1,0
1952,7000.0,6.91,36,2,21.23,3000.0,715-719,12.0,10784.0,1.0,5,0,1
1953,10500.0,12.12,36,1,5.42,5000.0,700-704,4.0,502.0,0.0,2,0,1
1954,25000.0,21.49,60,4,23.79,5666.67,690-694,8.0,27699.0,1.0,8,1,0
1955,21000.0,14.33,60,4,6.16,8333.33,715-719,10.0,22196.0,0.0,10,1,0
1956,14400.0,14.26,36,4,24.41,5833.33,685-689,9.0,25515.0,5.0,8,1,0
1957,9600.0,10.74,36,4,8.62,3458.33,720-724,4.0,8915.0,0.0,10,0,1
1958,12000.0,8.88,60,3,19.38,4000.0,795-799,7.0,143151.0,0.0,4,1,0
1959,10000.0,11.86,36,1,11.15,13333.0,705-709,12.0,36672.0,2.0,1,0,0
1960,4000.0,14.65,36,4,22.38,4000.0,665-669,10.0,18833.0,2.0,0,0,1
1961,20000.0,21.49,36,4,19.1,6000.0,665-669,7.0,21202.0,2.0,10,0,1
1962,31300.0,22.95,60,4,34.06,5833.33,665-669,11.0,25344.0,0.0,5,0,0
1963,6900.0,7.9,36,2,14.18,2750.0,710-714,14.0,4087.0,0.0,6,0,0
1964,30000.0,17.88,60,2,24.36,5632.33,690-694,10.0,24217.0,0.0,5,0,1
1965,2000.0,12.42,36,2,1.99,2518.75,675-679,5.0,985.0,0.0,7,0,1
1966,12000.0,7.9,36,3,13.18,5833.33,725-729,8.0,9866.0,0.0,4,0,0
1967,3300.0,10.37,36,3,5.47,3125.0,690-694,8.0,2623.0,0.0,7,0,1
1968,25000.0,14.33,36,3,14.92,10000.0,695-699,16.0,46708.0,0.0,10,1,0
1969,6000.0,10.38,36,4,6.61,2300.0,720-724,5.0,4006.0,1.0,2,0,1
1970,3250.0,21.0,36,3,31.84,2858.33,690-694,5.0,17662.0,0.0,6,0,1
1971,16500.0,12.23,60,2,6.41,5833.33,715-719,8.0,30455.0,2.0,0,1,0
1972,31000.0,21.0,60,4,11.48,5833.33,705-709,12.0,27120.0,0.0,0,0,1
1973,4000.0,14.33,36,4,2.95,2916.67,750-754,2.0,2476.0,0.0,10,1,0
1974,6000.0,17.49,36,4,1.58,4416.67,665-669,3.0,2426.0,2.0,8,0,1
1975,7500.0,6.62,36,4,13.13,9583.33,710-714,20.0,22464.0,0.0,4,1,0
1976,12000.0,8.49,36,4,8.36,4500.0,745-749,12.0,8422.0,0.0,10,0,1
1977,20000.0,18.49,36,4,21.8,6666.67,685-689,20.0,22990.0,6.0,10,0,1
1978,24000.0,22.47,60,4,30.97,10104.17,675-679,14.0,37686.0,0.0,10,1,0
1979,7500.0,19.99,36,4,19.06,3348.0,660-664,8.0,5322.0,0.0,10,0,1
1980,6250.0,17.54,36,4,19.85,2916.67,655-659,17.0,17659.0,9.0,0,0,1
1981,5000.0,6.92,36,2,10.59,7083.33,755-759,9.0,0.0,3.0,1,1,0
1982,10000.0,10.74,36,3,22.74,5416.67,710-714,4.0,20143.0,1.0,10,1,0
1983,12000.0,6.91,36,4,17.92,5200.0,710-714,16.0,8182.0,0.0,0,0,1
1984,7000.0,9.32,36,4,8.34,5000.0,745-749,6.0,3337.0,1.0,0,0,1
1985,4000.0,7.49,36,1,0.52,5416.67,755-759,4.0,929.0,0.0,1,0,1
1986,7800.0,13.11,36,3,15.56,5000.0,680-684,8.0,12889.0,0.0,5,1,0
1987,15000.0,15.27,36,4,15.58,6666.67,680-684,11.0,23226.0,1.0,2,0,1
1988,14125.0,18.49,36,4,8.1,3000.0,670-674,6.0,8992.0,1.0,10,0,1
1989,8000.0,5.42,36,3,4.47,3936.0,780-784,7.0,5235.0,0.0,10,0,0
1990,4325.0,7.49,36,3,5.47,3691.67,715-719,9.0,5074.0,0.0,10,1,0
1991,15000.0,13.49,36,1,9.73,3000.0,705-709,9.0,7005.0,1.0,4,0,1
1992,12000.0,10.16,36,4,28.01,2916.67,710-714,8.0,6913.0,0.0,3,0,1
1993,6575.0,8.9,36,4,4.39,7500.0,710-714,5.0,6670.0,0.0,8,1,0
1994,9000.0,10.16,36,4,13.76,5166.67,710-714,10.0,6490.0,0.0,10,0,1
1995,4500.0,8.88,36,3,7.07,5250.0,710-714,10.0,9356.0,2.0,9,1,0
1996,20000.0,10.25,36,3,13.38,10000.0,750-754,14.0,25668.0,1.0,8,1,0
1997,1950.0,13.11,36,3,15.08,2600.0,680-684,6.0,4100.0,1.0,3,0,1
1998,35000.0,16.29,36,4,17.17,39583.33,705-709,14.0,55965.0,2.0,10,1,0
1999,8000.0,14.09,36,3,16.22,4166.67,675-679,12.0,16838.0,0.0,5,0,1
2000,15000.0,10.59,36,2,7.55,8750.0,740-744,6.0,6056.0,1.0,9,0,1
2001,5650.0,7.66,36,4,16.49,5100.0,700-704,6.0,9863.0,0.0,1,1,0
2002,6800.0,15.8,36,4,15.43,2708.33,680-684,5.0,2964.0,0.0,1,0,1
2003,3000.0,19.05,36,3,28.74,7116.25,660-664,7.0,7416.0,0.0,10,1,0
2004,5675.0,11.14,36,4,29.4,2333.33,705-709,6.0,9687.0,1.0,5,0,1
2005,12000.0,17.93,60,4,0.72,6500.0,670-674,4.0,1549.0,1.0,10,1,0
2006,11100.0,15.31,36,4,12.03,2666.67,680-684,12.0,8990.0,0.0,10,1,0
2007,16000.0,19.05,60,4,17.82,6666.67,690-694,16.0,11232.0,2.0,5,0,1
2008,4800.0,10.59,36,4,20.21,2666.67,710-714,5.0,3831.0,1.0,6,0,1
2009,6200.0,15.31,36,3,20.52,1940.0,665-669,5.0,16850.0,0.0,0,0,1
2010,6000.0,10.16,36,3,15.88,5166.67,710-714,13.0,8862.0,3.0,7,0,0
2011,2250.0,10.36,36,1,17.97,5833.33,680-684,12.0,14637.0,0.0,2,0,0
2012,24000.0,13.61,60,4,10.77,7750.0,715-719,11.0,2594.0,2.0,5,1,0
2013,10000.0,12.12,36,4,5.84,4333.33,695-699,6.0,4665.0,0.0,1,0,1
2014,10000.0,14.09,36,4,17.15,10416.67,670-674,12.0,12492.0,4.0,10,1,0
2015,12000.0,13.11,36,3,6.1,4833.33,665-669,9.0,12025.0,0.0,9,1,0
2016,12000.0,13.11,36,4,18.32,3916.67,690-694,14.0,12134.0,0.0,8,0,1
2017,20800.0,12.21,36,3,16.94,5833.33,750-754,11.0,14337.0,0.0,10,1,0
2018,8000.0,12.69,36,4,17.1,7083.0,695-699,11.0,9345.0,3.0,1,1,0
2019,10000.0,10.16,36,4,11.98,4166.67,705-709,9.0,10979.0,0.0,4,0,1
2020,6000.0,14.27,36,4,7.64,5184.75,675-679,8.0,14422.0,0.0,2,1,0
2021,4500.0,12.12,36,4,14.32,1250.0,675-679,8.0,6265.0,0.0,5,0,1
2022,3600.0,7.49,36,2,15.72,2500.0,740-744,8.0,650.0,0.0,0,0,1
2023,11200.0,15.8,36,4,12.15,2666.67,675-679,9.0,5666.0,1.0,10,0,1
2024,4000.0,11.49,36,3,13.98,4700.0,695-699,7.0,19310.0,3.0,0,1,0
2025,6000.0,13.49,60,4,14.34,3458.0,690-694,6.0,2072.0,0.0,10,0,1
2026,17000.0,13.11,36,4,15.33,10666.67,720-724,18.0,26539.0,1.0,10,1,0
2027,8000.0,13.11,36,4,6.74,4583.33,665-669,13.0,9085.0,1.0,10,1,0
2028,2800.0,7.4,36,1,7.96,4158.0,805-809,12.0,562.0,0.0,8,1,0
2029,12375.0,6.03,36,4,19.24,6750.0,790-794,11.0,8135.0,0.0,1,1,0
2030,18825.0,17.27,60,3,33.15,3583.33,690-694,12.0,13426.0,0.0,8,1,0
2031,9600.0,11.14,36,4,23.62,4389.92,715-719,10.0,2195.0,1.0,8,1,0
2032,14400.0,13.11,36,3,10.75,5000.0,680-684,13.0,19772.0,0.0,8,0,1
2033,6000.0,17.56,60,2,14.88,4416.67,660-664,9.0,28349.0,3.0,10,0,0
2034,9000.0,6.03,36,1,9.29,14166.67,770-774,13.0,40909.0,0.0,4,1,0
2035,20000.0,11.86,60,2,15.94,4166.67,735-739,11.0,3202.0,0.0,3,0,1
2036,15000.0,13.06,36,3,22.69,3750.0,685-689,12.0,21016.0,0.0,10,1,0
2037,20000.0,11.14,60,4,23.27,9166.67,735-739,24.0,53494.0,2.0,10,1,0
2038,13750.0,19.69,60,2,22.01,2916.67,665-669,7.0,4690.0,2.0,2,1,0
2039,6000.0,17.19,60,2,17.8,13625.0,675-679,10.0,26688.0,4.0,10,1,0
2040,20000.0,7.9,36,4,10.32,10400.0,735-739,14.0,15626.0,0.0,2,1,0
2041,12800.0,11.49,60,2,20.04,3333.33,720-724,13.0,24723.0,0.0,5,1,0
